Site Id,Loc Id,State,Runway Id,Length,Width,Surface Type Condition,Surface Treatment,PCN,Edge Light Intensity,Length Source,Length Source Date,WBC Single,WBC Dual,WBC Two Dual,WBC Tandem Two Dual,Base End Id,Base True Heading,Base ILS Type,Base Right Hand Traffic Pattern,Base Marking Type,Base Marking Condition,Base Latitude DMS,Base Latitude Seconds,Base Longitude DMS,Base Longitude Seconds,Base Elevation,Base Threshold Height,Base Visual Glide Path Angle,Base Displaced Latitude DMS,Base Displaced Latitude Seconds,Base Displaced Longitude DMS,Base Displaced Longitude Seconds,Base Displaced Elevation,Base Displaced Threshold Length,Base TDZ Elevation,Base VGSI,Base RVR,Base RVV,Base ALS,Base REIL,Base Centerline Lights,Base Touchdown Lights,Base Obstacle,Base Obstacle Marking Lighting,Base Obstacle Part77,Base Obstacle Clearance Slope,Base Obstacle Height Above Runway,Base Obstacle Distance From Runway,Base Obstacle Centerline Offset,Base Gradient,Base Gradient Direction,Base Position Source,Base Position Source Date,Base Elevation Source,Base Elevation Source Date,Base Displaced Position Source,Base Displaced Position Source Date,Base Elevation Position Source,Base Elevation Position Source Date,Base TDZ Elevation Source,Base TDZ Elevation Source Date,Base TORA,Base TODA,Base ASDA,Base LDA,Base LAHSO,Base LAHSO Id,Base LAHSO Desc,Base LAHSO Latitude DMS,Base LAHSO Latitude Seconds,Base LAHSO Longitude DMS,Base LAHSO Longitude Seconds,Base LAHSO Source,Base LAHSO Source Date,Reciprocal End Id,Reciprocal True Heading,Reciprocal ILS Type,Reciprocal Right Hand Traffic Pattern,Reciprocal Marking Type,Reciprocal Marking Condition,Reciprocal Latitude DMS,Reciprocal Latitude Seconds,Reciprocal Longitude DMS,Reciprocal Longitude Seconds,Reciprocal Elevation,Reciprocal Threshold Height,Reciprocal Visual Glide Path Angle,Reciprocal Displaced Latitude DMS,Reciprocal Displaced Latitude Seconds,Reciprocal Displaced Longitude DMS,Reciprocal Displaced Longitude Seconds,Reciprocal Displaced Elevation,Reciprocal Displaced Threshold Length,Reciprocal TDZ Elevation,Reciprocal VGSI,Reciprocal RVR,Reciprocal RVV,Reciprocal ALS,Reciprocal REIL,Reciprocal Centerline Lights,Reciprocal Touchdown Lights,Reciprocal Obstacle,Reciprocal Obstacle Marking Lighting,Reciprocal Obstacle Part77,Reciprocal Obstacle Clearance Slope,Reciprocal Obstacle Height Above Runway,Reciprocal Obstacle Distance From Runway,Reciprocal Obstacle Centerline Offset,Reciprocal Gradient,Reciprocal Gradient Direction,Reciprocal Position Source,Reciprocal Position Source Date,Reciprocal Elevation Source,Reciprocal Elevation Source Date,Reciprocal Displaced Position Source,Reciprocal Displaced Position Source Date,Reciprocal Elevation Position Source,Reciprocal Elevation Position Source Date,Reciprocal TDZ Elevation Source,Reciprocal TDZ Elevation Source Date,Reciprocal TORA,Reciprocal TODA,Reciprocal ASDA,Reciprocal LDA,Reciprocal LAHSO,Reciprocal LAHSO Id,Reciprocal LAHSO Desc,Reciprocal LAHSO Latitude DMS,Reciprocal LAHSO Latitude Seconds,Reciprocal LAHSO Longitude DMS,Reciprocal LAHSO Longitude Seconds,Reciprocal LAHSO Source,Reciprocal LAHSO Source Date
14052.*A,EWR,NJ,11/29,6726,150,ASPH-E,GRVD,96 /R/B/W/T,HIGH,NGS,2004-09-03,,210,520,1000,11,95,ILS/DME,N,PIR,G,040-42-10.1000N,146530.0955N,074-10-50.5500W,0267050.5467W,17.4,60,3,,,,,,,17.4,P4R,TMR,,,Y,Y,Y,BLDG,L,PIR,37,158,6197,1437L,,,3RD PARTY SURVEY,2004-09-03,3RD PARTY SURVEY,2011-07-30,,,,,3RD PARTY SURVEY,2011-07-30,6726,6726,6726,6726,5700,04R/22L,,040-42-05.2000N,146525.2005N,074-09-36.8200W,0266976.8203W,FAA-EST,2007-07-16,29,275,,N,NPI,G,040-42-04.3200N,146524.3181N,074-09-23.5500W,0266963.5515W,9.7,60,3,040-42-04.5100N,146524.5106N,074-09-26.4500W,0266966.4464W,9.8,224,9.8,P4R,,,,Y,Y,Y,SIGN,L,C,11,54,818,514R,,,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,3RD PARTY SURVEY,2011-07-30,NGS,2011-07-30,3RD PARTY SURVEY,2011-07-30,6726,6726,6726,6502,,,,,,,,,
14052.*A,EWR,NJ,H1,54,54,ASPH-E,,,PERI,FAA,2012-11-16,,,,,H1,,,,NPI,G,040-42-15.8500N,146535.8500N,074-10-05.0000W,0267005.0000W,8,,,,,,,,,,,,,,,,,,,,,,,,,,ADO,2018-08-27,ADO,2018-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14484.*A,WRI,NJ,06/24,10014,150,ASPH-CONC,GRVD,40 /F/A/W/T,HIGH,MILITARY,2011-11-17,,,,,06,45,ILS,N,PIR,,040-00-15.9300N,144015.9347N,074-35-51.1600W,0268551.1635W,131.2,76,3,,,,,,,131.2,P4L,TMR,Y,ALSF2,N,Y,Y,,,,,,,,,,MILITARY,2011-11-17,MILITARY,2011-11-17,,,,,MILITARY,2011-09-07,,,,,,,,,,,,,,24,225,LOC/GS,Y,PIR,,040-01-24.9700N,144084.9680N,074-34-18.9500W,0268458.9460W,103.1,76,3,,,,,,,116.5,P4L,TR,N,ALSF1,N,Y,N,,,,,,,,,,MILITARY,2011-11-17,MILITARY,2011-11-17,,,,,MILITARY,2011-09-07,,,,,,,,,,,,,
14484.*A,WRI,NJ,18/36,7126,150,CONC,,45 /F/A/W/T,HIGH,MILITARY,2011-11-17,,,,,18,173,,Y,NPI,,040-01-38.9700N,144098.9716N,074-36-11.1000W,0268571.0955W,122,68,3,,,,,,,123.3,P4L,TR,N,,Y,,N,,,,,,,,,,MILITARY,2011-11-17,MILITARY,2011-11-17,,,,,,,,,,,,,,,,,,,,36,353,,N,NPI,,040-00-29.1100N,144029.1074N,074-35-59.5700W,0268559.5750W,128.5,46,3,,,,,,,128.5,P4L,TR,N,,Y,,N,,,,,,,,,,MILITARY,2011-11-17,MILITARY,2011-11-17,,,,,,,,,,,,,,,,,,,
14971.*A,3C8,NY,14/32,10001,200,ASPH-CONC,,,HIGH,,,,,,,14,131,,,BSC,F,040-55-25.7900N,147325.7850N,072-47-38.4700W,0262058.4750W,75,,,,,,,,,75,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,311,,,BSC,F,040-54-20.7700N,147260.7670N,072-46-00.3800W,0261960.3780W,52,,,,,,,,,53.7,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15252.*A,GTB,NY,08/26,4501,150,ASPH-CONC,,34 /F/A/W/T,LOW,AVN,2010-11-05,,,,,08,,,Y,BSC,P,044-02-42.5800N,158562.5810N,075-43-43.5300W,0272623.5270W,675.3,,,,,,,,,683.4,,,,,,,,,,,,,,,,,AVN,2010-11-05,AVN,2010-11-05,,,,,AVN,2011-04-11,,,,,,,,,,,,,,26,,,,BSC,P,044-02-57.4900N,158577.4890N,075-42-45.4700W,0272565.4720W,685.4,,,,,,,,,685.4,,,,,,,,,,,,,,,,,AVN,2010-11-05,AVN,2010-11-05,,,,,AVN,2011-04-11,,,,,,,,,,,,,
15252.*A,GTB,NY,15/33,5002,144,CONC,,43 /R/C/W/T,HIGH,MILITARY,2015-02-12,,,,,15,,,Y,PIR,P,044-03-42.5100N,158622.5096N,075-43-28.9400W,0272608.9367W,665.9,,,,,,,,,687.1,,TR,,MALSR,,,,,,,,,,,,,MILITARY,2015-02-12,MILITARY,2015-02-12,,,,,AVN,2011-04-11,,,,,,,,,,,,,,33,,,,PIR,P,044-03-08.3100N,158588.3143N,075-42-39.5000W,0272559.4993W,689.9,,,,,,,,,689.9,,TR,,,,,,,,,,,,,,,MILITARY,2015-02-12,MILITARY,2015-02-12,,,,,MILITARY,2015-02-12,,,,,,,,,,,,,
15252.*A,GTB,NY,03/21,10000,150,CONC-G,,59 /R/B/W/T,HIGH,AVN,2010-11-05,,,,,03,,ILS/DME,,PIR,G,044-02-43.7000N,158563.7040N,075-43-32.8900W,0272612.8890W,679.3,64,3,044-02-56.6500N,158576.6480N,075-43-27.7600W,0272607.7580W,682.1,1363,685.4,P4L,TR,,ALSF1,,,,,,,,,,,,,AVN,2010-11-05,AVN,2010-11-05,AVN,2010-11-05,AVN,2010-11-05,AVN,2011-04-11,,,,,,,,,,,,,,21,,ILS/DME,Y,PIR,G,044-04-18.6300N,158658.6270N,075-42-55.1800W,0272575.1750W,660.5,72,3,,,,,,,677.3,P4L,TR,,ALSF1,,,,,,,,,,,,,AVN,2010-11-05,AVN,2010-11-05,,,,,AVN,2011-04-11,,,,,,,,,,,,,
15794.*A,LGA,NY,22X,0,0,,,,,,,,,,,22X,,LDA/DME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15794.*A,LGA,NY,04/22,7001,150,ASPH-CONC-E,GRVD,63 /F/B/W/T,HIGH,NGS,2006-05-30,80,170,360,,04,32,ILS/DME,N,PIR,G,040-46-08.9900N,146768.9927N,073-53-02.8300W,0265982.8304W,20.6,76,3.1,,,,,,,20.6,P4R,TR,Y,MALSR,,Y,Y,BLDG,L,PIR,34,80,2950,400R,,,NGS,2006-05-30,NGS,2006-05-30,,,,,AVN,2011-04-11,7001,7001,7001,7001,,,,,,,,,,22,212,ILS/DME,,PIR,G,040-47-07.5700N,146827.5736N,073-52-14.4200W,0265934.4209W,11.5,67,3,,,,,,,12.4,P4R,TR,Y,ALSF1,N,Y,Y,,,PIR,50,,,,,,NGS,2006-05-30,NGS,2006-05-30,,,,,AVN,2011-04-11,7001,7001,7001,7001,,,,,,,,,
15794.*A,LGA,NY,H1,60,60,ASPH-G,,,PERI,,,,,,,H1,,,,BSC,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15794.*A,LGA,NY,13/31,7003,150,ASPH-CONC-E,GRVD,63 /F/B/W/T,HIGH,NGS,2006-05-30,80,170,360,,13,122,ILS/DME,,PIR,G,040-46-56.2700N,146816.2698N,073-52-42.6800W,0265962.6775W,11.6,55,3.1,,,,,,,11.6,P4L,TR,Y,MALSR,N,Y,Y,,,PIR,50,,,,,,NGS,2006-05-30,NGS,2006-05-30,,,,,AVN,2011-04-11,7003,7003,7003,7003,,,,,,,,,,31,302,LOC/DME,,PIR,G,040-46-19.4600N,146779.4573N,073-51-25.6000W,0265885.6016W,6.7,71,3,,,,,,,6.9,P4R,TR,Y,,Y,Y,N,BLDG,L,C,26,95,2750,510R,,,NGS,2006-05-30,NGS,2006-05-30,,,,,AVN,2011-04-11,7003,7003,7003,7003,,,,,,,,,
15800.*A,IAG,NY,10L/28R,9826,150,ASPH-CONC-G,GRVD,74 /R/B/W/T,HIGH,3RD PARTY SURVEY,2013-09-03,120,240,447,957,10L,90,,N,PIR,G,043-06-34.3500N,155194.3453N,078-58-07.7700W,0284287.7703W,588.2,50,3,043-06-34.3300N,155194.3321N,078-57-58.3400W,0284278.3357W,588.3,700,588.8,V4L,R,,,,Y,,TREE,,C,12,52,840,480R,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,9829,10829,9829,9129,,,,,,,,,,28R,270,ILS,N,PIR,G,043-06-34.1600N,155194.1594N,078-55-55.3200W,0284155.3156W,587.9,67,2.5,,,,,,,588.3,P4L,T,Y,MALSR,,Y,Y,TREE,,PIR,33,37,1425,400L,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,,,,,3RD PARTY SURVEY,2013-09-03,9829,10529,9129,9129,,,,,,,,,
15800.*A,IAG,NY,06/24,5188,150,ASPH-G,,69 /F/B/W/T,MED,3RD PARTY SURVEY,2013-09-03,120,250,462,,06,50,,N,NSTD,G,043-06-06.3600N,155166.3587N,078-56-44.3000W,0284204.2955W,584.3,45,3,,,,,,,585.8,P4L,,,,Y,,,TREE,,C,11,46,740,290R,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,,,,,3RD PARTY SURVEY,2013-05-24,5188,5188,5188,5188,,,,,,,,,,24,230,,N,NSTD,G,043-06-39.2000N,155199.1997N,078-55-50.6100W,0284150.6072W,592.2,48,3,,,,,,,592.3,P4L,,,,Y,,,TREE,,C,26,59,1750,320R,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,,,,,3RD PARTY SURVEY,2013-05-24,5188,5188,5108,5108,,,,,,,,,
15800.*A,IAG,NY,10R/28L,3972,78,ASPH-G,,29 /F/C/X/T,MED,3RD PARTY SURVEY,2013-09-03,73,97,,,10R,90,,N,BSC,G,043-06-15.6000N,155175.6025N,078-57-07.0100W,0284227.0063W,582.6,31,3.26,,,,,,,584.1,P2L,,,,Y,,,TREE,,A(V),19,64,1420,60R,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,,,,,3RD PARTY SURVEY,2013-05-24,3973,3973,3973,3973,,,,,,,,,,28L,270,,N,BSC,G,043-06-15.5100N,155175.5070N,078-56-13.4600W,0284173.4609W,584.2,30,3.06,,,,,,,584.8,P2L,,,,Y,,,STACK,L,A(V),30,59,2020,120L,,,3RD PARTY SURVEY,2013-09-03,3RD PARTY SURVEY,2013-09-03,,,,,3RD PARTY SURVEY,2013-05-24,3973,3973,3973,3973,,,,,,,,,
15989.2*A,POU,NY,15/33,2744,100,ASPH-CONC-G,,26 /F/D/W/T,MED,3RD PARTY SURVEY,2012-01-05,35,45,80,,15,139,,N,BSC,G,041-37-48.8000N,149868.8020N,073-53-06.5500W,0265986.5544W,155.6,,,,,,,,,163.5,,,,,,,,TREES,,B(V),13,51,900,100R,,,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,,,,,3RD PARTY SURVEY,2012-01-05,2743,2743,2743,2743,,,,,,,,,,33,319,,N,BSC,G,041-37-28.4400N,149848.4415N,073-52-42.7100W,0265962.7076W,163.5,64,3.75,,,,,,,163.5,V4L,,,,Y,,,TREES,,B(V),1,37,240,200L,,,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,,,,,3RD PARTY SURVEY,2012-01-05,2743,2743,2743,2743,,,,,,,,,
15989.2*A,POU,NY,06/24,5001,100,ASPH-E,GRVD,42 /F/D/W/T,HIGH,STATE,2015-03-18,50,60,110,,06,51,ILS,N,PIR,G,041-37-18.9100N,149838.9100N,073-53-31.2100W,0266011.2100W,146.7,57,3,,,,,,,156,P4L,,,MALSR,,,,TREE,,PIR,10,18,380,300L,,,STATE,2015-03-25,STATE,2015-03-25,,,,,3RD PARTY SURVEY,2012-01-05,5001,5001,5001,5001,,,,,,,,,,24,231,,N,NPI,G,041-37-50.1500N,149870.1500N,073-52-40.1900W,0265960.1900W,154.8,57,3.42,041-37-49.4300N,149869.4338N,073-52-41.3700W,0265961.3688W,155,115,156.9,P4L,,,,Y,,,TREE,L,C,0,71,210,400L,,,STATE,2015-03-25,3RD PARTY SURVEY,2015-03-25,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,5001,5001,5001,4888,,,,,,,,,
15989.2*A,POU,NY,07/25,1358,100,TURF-G,,,,3RD PARTY SURVEY,2012-01-05,,,,,07,51,,,,,041-37-29.9200N,149849.9188N,073-53-17.4400W,0265997.4370W,151.6,,,,,,,,,153.4,,,,,,,,,,A(V),20,,,,,,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,,,,,3RD PARTY SURVEY,2012-01-05,1358,1358,1358,1358,,,,,,,,,,25,231,,,,,041-37-38.3900N,149858.3941N,073-53-03.5900W,0265983.5904W,153.4,,,,,,,,,153.4,,,,,,,,ANT,LM,A(V),8,24,215,90R,,,3RD PARTY SURVEY,2012-01-05,3RD PARTY SURVEY,2012-01-05,,,,,3RD PARTY SURVEY,2012-01-05,1358,1358,1358,1358,,,,,,,,,
16100.2*A,5B2,NY,05/23,4699,100,ASPH-CONC-G,GRVD,46 /F/A/X/T,MED,3RD PARTY SURVEY,2012-12-11,116,192,,,05,39,,N,NPI,G,043-02-43.5400N,154963.5376N,073-52-02.5100W,0265922.5082W,433.9,,,,,,,,,433.9,,,,,Y,N,,TREES,,C,15,89,1579,194R,,,3RD PARTY SURVEY,2012-12-11,3RD PARTY SURVEY,2012-12-11,,,,,3RD PARTY SURVEY,2011-11-05,,,,,,,,,,,,,,23,219,,N,NPI,G,043-03-19.8600N,154999.8566N,073-51-23.1000W,0265883.0976W,427,43,3,,,,,,,431.2,P2L,,,,Y,N,,TREES,,C,18,89,1876,88R,,,3RD PARTY SURVEY,2012-12-11,3RD PARTY SURVEY,2012-12-11,,,,,3RD PARTY SURVEY,2011-11-05,,,,,,,,,,,,,
16100.2*A,5B2,NY,14/32,4000,100,ASPH-CONC-G,,30 /F/A/X/T,MED,3RD PARTY SURVEY,2012-12-11,83,126,,,14,129,,N,NPI,G,043-03-15.9400N,154995.9375N,073-52-01.8000W,0265921.7954W,431.8,,,,,,,,,431.8,,,,,,N,,TREES,,B(V),3,69,455,222R,,,3RD PARTY SURVEY,2012-12-11,3RD PARTY SURVEY,2012-12-11,,,,,3RD PARTY SURVEY,2011-11-05,,,,,,,,,,,,,,32,309,,N,NPI,G,043-02-51.3300N,154971.3307N,073-51-19.6500W,0265879.6466W,425.8,,,,,,,,,430.8,,,,,N,N,,TREES,,B(V),7,73,713,72R,,,3RD PARTY SURVEY,2012-12-11,3RD PARTY SURVEY,2012-12-11,,,,,3RD PARTY SURVEY,2011-11-05,,,,,,,,,,,,,
16179.*A,HWV,NY,15/33,4222,150,ASPH-CONC-G,,,MED,3RD PARTY SURVEY,2017-12-19,52,70,120,,15,135,,N,BSC,G,040-49-20.4400N,146960.4366N,072-52-17.9800W,0262337.9774W,69.4,47,3,,,,,,,69.5,P2L,,N,,Y,N,N,TREES,,C,21,55,1375,359R,,,3RD PARTY SURVEY,2017-12-19,3RD PARTY SURVEY,2017-12-19,,,,,3RD PARTY SURVEY,2017-12-19,,,,,,,,,,,,,,33,315,,N,BSC,G,040-48-50.9400N,146930.9418N,072-51-39.1500W,0262299.1472W,60.3,46,3,,,,,,,67.2,P2L,,N,,Y,N,N,TREES,,C,13,59,987,367L,,,3RD PARTY SURVEY,2017-12-19,3RD PARTY SURVEY,2017-12-19,,,,,3RD PARTY SURVEY,2017-12-19,,,,,,,,,,,,,
16179.*A,HWV,NY,06/24,4201,100,ASPH-G,,,MED,3RD PARTY SURVEY,2017-12-19,32,56,93,,06,45,ILS,N,PIR,G,040-49-17.7700N,146957.7699N,072-52-22.5000W,0262342.5013W,70,47,3,,,,,,,76.5,V4L,,N,MALSR,N,N,N,TREES,,PIR,21,77,1879,611R,,,3RD PARTY SURVEY,2017-12-19,3RD PARTY SURVEY,2017-12-19,,,,,3RD PARTY SURVEY,2017-12-19,,,,,,,,,,,,,,24,225,,N,BSC,G,040-49-47.1200N,146987.1230N,072-51-43.8600W,0262303.8627W,81.2,,,,,,,,,81.3,,,N,,Y,N,N,TREES,,C,1,46,288,328R,,,3RD PARTY SURVEY,2017-12-19,3RD PARTY SURVEY,2017-12-19,,,,,3RD PARTY SURVEY,2017-12-19,,,,,,,,,,,,,
16408.*A,FOK,NY,01/19,5100,150,ASPH-CONC-G,,17 /R/B/Y/T,,3RD PARTY SURVEY,2019-10-03,50,50,100,,01,357,,,BSC,G,040-50-04.7100N,147004.7100N,072-38-13.0400W,0261493.0440W,46.3,,,,,,,,,56.8,,,,,,,,TREES,,B(V),20,55,1342,219L,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,,19,177,,,BSC,G,040-50-55.0500N,147055.0527N,072-38-15.9400W,0261495.9391W,64.2,,,,,,,,,64.2,,,,,,,,TREES,,B(V),18,47,1080,337R,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,
16408.*A,FOK,NY,06/24,9002,150,ASPH-CONC-G,,31 /F/B/X/T,HIGH,3RD PARTY SURVEY,2019-10-03,,,,,06,43,,N,PIR,G,040-50-10.4600N,147010.4630N,072-38-20.4500W,0261500.4493W,47.5,66,3,,,,,,,56.6,P2L,,,,Y,,,TREES,,D,0,30,200,410R,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,,24,223,ILS/DME,Y,PIR,G,040-51-16.0300N,147076.0317N,072-37-01.3000W,0261421.3000W,66.1,77,3,,,,,,,66.1,P4L,,,MALSR,,,,TREES,,PIR,23,85,2160,345R,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,
16408.*A,FOK,NY,15/33,5002,150,ASPH-G,,42 /F/B/W/T,MED,3RD PARTY SURVEY,2019-10-03,,,,,15,132,,N,BSC,G,040-50-49.8100N,147049.8072N,072-38-22.7100W,0261502.7097W,63,62,3,,,,,,,63.1,P2L,,,,Y,,,TREES,,B(V),17,52,1112,227L,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,,33,313,,Y,BSC,G,040-50-16.4200N,147016.4160N,072-37-34.7200W,0261454.7223W,48.1,57,3,,,,,,,58,V4L,,,,Y,,,TREES,,B(V),27,30,1035,87L,,,3RD PARTY SURVEY,2019-10-03,3RD PARTY SURVEY,2019-10-03,,,,,3RD PARTY SURVEY,2019-10-03,,,,,,,,,,,,,
16608.*A,CLT,NC,18L/36R,8677,150,ASPH-CONC-G,GRVD,68 /R/B/W/T,HIGH,3RD PARTY SURVEY,2014-08-27,93,200,350,650,18L,176,ILS/DME,N,PIR,G,035-13-29.0500N,126809.0474N,080-56-10.1700W,0291370.1652W,746,76,3,,,,,,,747.9,P4L,TMR,,,Y,Y,N,RR,,PIR,17,19,523,0B,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,8676,8676,8676,8676,,,,,,,,,,36R,356,ILS/DME,N,PIR,G,035-12-03.4500N,126723.4456N,080-56-02.8200W,0291362.8220W,723.4,71,3,,,,,,,726.9,P4R,TMR,,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,8676,8676,8390,8390,,,,,,,,,
16608.*A,CLT,NC,18R/36L,9000,150,CONC-E,GRVD,63 /R/B/W/T,HIGH,3RD PARTY SURVEY,2014-08-27,93,200,350,650,18R,176,ILS/DME,,PIR,G,035-13-31.0200N,126811.0182N,080-58-02.7100W,0291482.7070W,744,65,2.8,,,,,,,744,P4R,TMR,,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,AVN,2010-01-04,9000,9000,9000,9000,,,,,,,,,,36L,356,ILS/DME,,PIR,G,035-12-02.2300N,126722.2277N,080-57-55.0700W,0291475.0671W,743.9,70,3,,,,,,,743.9,P4L,TMR,,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,NGS,2009-10-10,9000,9000,9000,9000,,,,,,,,,
16608.*A,CLT,NC,18C/36C,10000,150,CONC-G,GRVD,82 /R/B/W/T,HIGH,3RD PARTY SURVEY,2014-08-27,93,200,350,650,18C,176,ILS/DME,,PIR,G,035-13-38.6300N,126818.6269N,080-57-11.4100W,0291431.4094W,742,69,3,,,,,,,742,P4R,TMR,N,MALSR,,Y,N,ROAD,,PIR,46,25,1350,425L,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,10000,10000,10000,10000,,,,,,,,,,36C,356,ILS,,PIR,G,035-11-59.9700N,126719.9721N,080-57-02.9200W,0291422.9217W,692.2,72,3,,,,,,,706.7,P4L,TMR,N,ALSF2,,Y,Y,,,PIR,50,,,,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,10000,10000,10000,10000,,,,,,,,,
16608.*A,CLT,NC,05/23,7502,150,ASPH-CONC-F,GRVD,73 /R/B/W/T,HIGH,3RD PARTY SURVEY,2014-08-27,93,170,350,650,05,48,ILS,N,PIR,G,035-12-32.2300N,126752.2287N,080-56-59.8000W,0291419.8045W,705.9,73,3,,,,,,,715.6,P4L,,N,MALSR,,Y,N,TREES,,PIR,34,38,1500,300R,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,7502,7502,7092,7092,,,,,,,,,,23,228,ILS/DME,N,PIR,G,035-13-21.4200N,126801.4183N,080-55-52.1200W,0291352.1235W,746.7,72,3,,,,,,,746.7,P4R,,,,Y,Y,N,,,C,50,,,,,,3RD PARTY SURVEY,2014-08-27,3RD PARTY SURVEY,2014-08-27,,,,,3RD PARTY SURVEY,2014-08-27,7502,7502,7502,7502,,,,,,,,,
16650.*A,ONX,NC,05/23,5502,150,ASPH-CONC-G,,,MED,3RD PARTY SURVEY,2020-09-22,35,47,,,05,35,,,NPI,G,036-23-37.5000N,131017.5049N,076-01-14.8300W,0273674.8332W,12.7,43,3,,,,,,,17.7,P4R,,,,Y,,,PLINE,,C,30,106,3395,148R,,,3RD PARTY SURVEY,2020-09-22,3RD PARTY SURVEY,2020-09-22,,,,,3RD PARTY SURVEY,2020-09-22,,,,,,,,,,,,,,23,215,,,NPI,G,036-24-22.0700N,131062.0712N,076-00-36.2300W,0273636.2262W,14.1,41,3,,,,,,,17.7,P2L,,,,Y,,,TREES,,C,15,41,816,56R,,,3RD PARTY SURVEY,2020-09-22,3RD PARTY SURVEY,2020-09-22,,,,,3RD PARTY SURVEY,2020-09-22,,,,,,,,,,,,,
16696.*A,ECG,NC,10/28,7219,150,CONC-G,,,HIGH,3RD PARTY SURVEY,2016-08-07,100,200,400,,10,92,ILS/DME,Y,PIR,G,036-15-40.8300N,130540.8347N,076-11-03.0900W,0274263.0947W,10.5,49,3,,,,,,,10.6,P2L,,,SALS,Y,Y,Y,ROAD,,PIR,40,15,800,0B,,,3RD PARTY SURVEY,2016-08-07,3RD PARTY SURVEY,2016-08-07,,,,,3RD PARTY SURVEY,2016-08-07,,,,,,,,,,,,,,28,272,,N,PIR,G,036-15-37.8300N,130537.8271N,076-09-35.0300W,0274175.0252W,10,50,3,,,,,,,10.1,P2L,,,,Y,Y,N,TREES,,C,7,30,412,332L,,,3RD PARTY SURVEY,2016-08-07,3RD PARTY SURVEY,2016-08-07,,,,,3RD PARTY SURVEY,2016-08-07,,,,,,,,,,,,,
